MOBILE SAFETY CAMERA LOCATION DESCRIPTION REPORT,,,
LOCATION,SUBURB,Reason Code,Audit Date
Reserve Road,CHELTENHAM,AC,Mar-24
Reservoir Road,SUNBURY,C,Aug-24
Reservoir Road,KENNINGTON,C,Oct-24
Retreat Road,SPRING GULLY,BCD,Oct-24
Reynolds Parade,PASCOE VALE SOUTH,C,Aug-24
Reynolds Road,TEMPLESTOWE,ABC,Jun-24
Rhodes Parade,PASCOE VALE,C,Aug-24
Riddell Road,SUNBURY,AC,Aug-24
Riggall Street,DALLAS,C,Aug-24
Ring Road,ALFREDTON,ABCD,Aug-24
Rippon Road,HAMILTON,BC,Oct-24
River Avenue,MERBEIN SOUTH,ABCD,Aug-24
River Drive,TARWIN LOWER,C,Sep-24
River Road,COBRAM,C,May-24
River Road,MURCHISON,C,Aug-24
Riverine Street,BAIRNSDALE,C,Dec-23
Riverside Avenue,MILDURA,BC,Aug-24
Riverview Drive,KIALLA,ABCD,T
Robinsons Road,LANGWARRIN,AB,Sep-24
Robinsons Road,FRANKSTON,ABC,Sep-24
Robinsons Road,LANGWARRIN SOUTH,ABC,Sep-24
Robinsons Road,PEARCEDALE,B,Apr-24
Robinvale-Sea Lake Road,ROBINVALE,BC,Sep-23
Rockbank Middle Road,CAROLINE SPRINGS,ABCD,Oct-24
Rohs Road,EAST BENDIGO,BCD,Oct-24
Rokewood-Shelford Road,ROKEWOOD,ABCD,Aug-24
Rokewood-Skipton Road,ROKEWOOD,ABCD,Aug-24
Rosedale-Heyfield Road,WINNINDOO,ABC,Dec-23
Rosedale-Longford Road,LONGFORD,ABC,Dec-23
Rosehill Road,LOWER PLENTY,BCD,Aug-24
Rosehill Road,KEILOR EAST,C,Aug-24
Rosella Avenue,WERRIBEE,C,Jul-24
Rowan Drive,KEALBA,C,Jun-24
Rowan Street,WANGARATTA,ABCD,Aug-24
Rowes Road,WERRIBEE,C,Aug-23
Roxburgh Park Drive,ROXBURGH PARK,C,Aug-24
Royal Parade,PARKVILLE,A,Aug-24
Roycroft Avenue,MILL PARK,C,Aug-24
Rushworth Road,MURCHISON,BC,Aug-24
Rushworth-Tatura Road,RUSHWORTH,C,May-24
Russell Street,BALLARAT,C,Aug-24
Russell Street,CASTERTON,C,T
Ryans Road,ELTHAM NORTH,ABCD,Aug-24
Ryrie Street,EAST GEELONG,ABCD,T
Ryrie Street,GEELONG,BCD,Aug-24
Sages Road,BAXTER,BC,Sep-24
Sailors Gully Road,EAGLEHAWK,C,Oct-24
Sailors Gully Road,SAILORS GULLY,C,Oct-24
Sale-Heyfield Road,DENISON,ABC,Dec-23
Sale-Heyfield Road,FULHAM,C,Dec-23
Salmon Street,PORT MELBOURNE,BCD,Aug-24
Salmon Street,HASTINGS,C,Sep-24
Saltlake Boulevard,WOLLERT,BCD,Aug-24
Saltwater Promenade,POINT COOK,BC,Aug-23
Samaria Road,BENALLA,C,Apr-24
San Mateo Avenue,MILDURA,ABCD,Aug-24
Sand Road,LONGWARRY,ACD,T
Sanders Road,HAZELWOOD NORTH,BC,Feb-24
Sandhurst Road,CALIFORNIA GULLY,ABCD,Oct-24
Sandilong Avenue,IRYMPLE,BC,Aug-24
Sandpiper Drive,TAYLORS LAKES,BC,May-24
Saxonwood Drive,NARRE WARREN,BC,Apr-24
Sayers Road,TARNEIT,ABCD,Apr-24
Sayers Road,TRUGANINA,ABCD,Apr-24
Sayers Road,HOPPERS CROSSING,C,Aug-23
Schotters Road,MERNDA,ABCD,Aug-24
Scott Parade,BROWN HILL,ABCD,Aug-24
Sea Lake-Swan Hill Road,SWAN HILL,C,T
Seaford Road,SEAFORD,C,Sep-24
Seaspray Road,LONGFORD,C,Dec-23
Seaspray Road,SEASPRAY,C,Dec-23
Sebastopol-Smythesdale Road,ROSS CREEK,BC,Aug-24
Selkirk Road,WOODSTOCK,AC,Aug-24
Serpells Road,TEMPLESTOWE,BC,Jun-24
Service Street,CLUNES,C,Aug-24
Settlement Road,THOMASTOWN,ABCD,Aug-24
Seventh Street,MILDURA,ABCD,Aug-24
Seventh Street E,MILDURA,ABCD,Mar-24
Seymour-Avenel Road,SEYMOUR,C,Aug-24
Seymour-Pyalong Road,SEYMOUR,C,Aug-24
Seymour-Tooborac Road,PUCKAPUNYAL,C,Aug-24
Seymour-Tooborac Road,SEYMOUR,C,Aug-24
Shakespeare Street,HAMILTON,C,Oct-24
Shanahan Parade,NEWBOROUGH,AC,Feb-24
Sharps Road,TULLAMARINE,ABCD,T
Shaws Road,WERRIBEE,C,Aug-23
Shearwater Drive,PAKENHAM,BC,Apr-24
Sheepwash Road,BARWON HEADS,BC,Aug-24
Shell Road,OCEAN GROVE,ABC,Aug-24
Shell Road,POINT LONSDALE,ABC,Aug-24
Sherbourne Road,MONTMORENCY,C,Aug-24
Shoreline Drive,SEASPRAY,C,Dec-23
Shrives Road,NARRE WARREN,B,Apr-24
Simpsons Road,EAGLEHAWK,BCD,Oct-24
Sinclairs Road,ROCKBANK,ABC,May-24
Sixteenth Street,IRYMPLE,ABCD,Aug-24
Sixteenth Street,MILDURA SOUTH,AC,Aug-24
Sixteenth Street,MILDURA,BCD,Aug-24
Skene Street,WARRNAMBOOL,C,Oct-24
Skipton Street,REDAN,ABCD,Aug-24
Skye Road,FRANKSTON,ABC,Sep-24
Skyline Road,EILDON,B,Apr-24
Sladen Street,CRANBOURNE,BC,Apr-24
Smithfield Road,KENSINGTON,ABC,Aug-24
Smiths Lane,PEARCEDALE,ABCD,Apr-24
Smythes Road,DELACOMBE,BCD,Aug-24
Snake Gully Drive,BUNDOORA,ABCD,Jan-24
Sneydes Road,WERRIBEE,BC,Aug-23
Snow Road,OXLEY,ABCD,Aug-24
Somerton Park Road,SALE,C,Dec-23
Somerton Road,GREENVALE,ABC,Aug-24
Somerton Road,BULLA,AC,Aug-24
Somerville  Road,YARRAVILLE,BC,Aug-23
Somerville Road,SUNSHINE WEST,ABCD,Jun-24
Somerville Road,YARRAVILLE,BCD,Aug-23
South Gippsland Highway,DANDENONG SOUTH,ABCD,Sep-23
South Gippsland Highway,CRANBOURNE EAST,ABCD,Apr-24
South Gippsland Highway,CLYDE,ABCD,Apr-24
South Gippsland Highway,DEVON MEADOWS,ABCD,Apr-24
South Gippsland Highway,KOO WEE RUP,ABCD,T
South Gippsland Highway,YARRAM,AC,Dec-23
South Gippsland Highway,LANG LANG,AC,Apr-24
South Gippsland Highway,LYNBROOK,AC,Apr-24
South Gippsland Highway,TOORADIN,BC,Apr-24
South Gippsland Highway,ALBERTON,C,Dec-23
South Gippsland Highway,HEDLEY,C,Dec-23
South Gippsland Highway,LONGFORD,C,Dec-23
South Gippsland Highway,STRADBROKE,C,Dec-23
South Gippsland Highway,FIVE WAYS,C,Apr-24
South Gippsland Highway,RUBY,C,Sep-24
South Gippsland Highway,WELSHPOOL,C,Sep-24
South Road,MOORABBIN,ABC,Jun-24
South Road,HAMPTON,AC,Mar-24
South Street,HADFIELD,BC,Aug-24
South Valley Road,HIGHTON,ABCD,Aug-24
Southern Road,HEIDELBERG HEIGHTS,C,Aug-24
Specimen Hill Road,GOLDEN SQUARE,ABCD,Oct-23
Spence Street,KEILOR PARK,BCD,Jun-24
Spencer Street,MELBOURNE,ABCD,Aug-24
Spring Gully Road,SPRING GULLY,ABCD,Oct-24
Spring Road,DINGLEY VILLAGE,C,Jun-24
Spring Road,SPRINGVALE SOUTH,CD,Aug-24
Spring Street,PRESTON,ABCD,Aug-24
Springbank Road,BULLAROOK,ABCD,Aug-24
Springfield Road,BLACKBURN NORTH,C,Jun-24
Springfield Road,MITCHAM,C,Jun-24
Springs Road,CLARINDA,AC,Mar-24
Springvale Road,FOREST HILL,ABCD,Jun-24
Springvale Road,NUNAWADING,ABCD,Jun-24
Springvale Road,KEYSBOROUGH,AC,Aug-24
St Aidans Road,KENNINGTON,ABCD,Oct-24
St Albans Road,ST ALBANS,ABCD,May-24
St Albans Road,SUNSHINE NORTH,ABCD,May-24
St Arnaud-Wycheproof Road,WOOROONOOK,C,Aug-24
St Georges Road,CORIO,ABCD,Aug-24
St Georges Road,TOORAK,BCD,Jun-24
St Helena Road,ST HELENA,ABCD,Aug-24
St James Road,ROSANNA,BCD,Aug-24
St Kilda Road,ST KILDA,ABCD,Jun-24
Stagecoach Boulevard,SOUTH MORANG,BCD,Aug-24
Stanley Road,SILVER CREEK,ABCD,Oct-24
Station Road,MELTON SOUTH,C,May-24
Station Street,EPSOM,ABCD,Oct-24
Station Street,FAIRFIELD,AC,Aug-24
Station Street,NUNAWADING,ACD,Jun-24
Station Street,OFFICER,B,Apr-24
Station Street,POREPUNKAH,BCD,Apr-24
Station Street,PORT MELBOURNE,BCD,Jun-24
Station Street,BOX HILL,C,Jun-24
Station Street,BOX HILL NORTH,C,Jun-24
Station Street,BOX HILL SOUTH,C,Jun-24
Stawell Street South,BALLARAT EAST,ABCD,T
Stawell-Avoca Road,STAWELL,ABC,Oct-24
Stawell-Warracknabeal Road,WARRACKNABEAL,B,Oct-24
Stawell-Warracknabeal Road,GLENORCHY,C,Oct-24
Stawell-Warracknabeal Road,SHEEP HILLS,C,Oct-24
Stead Street,SALE,BC,Dec-23
Stephensons Road,MOUNT WAVERLEY,C,Jun-24
Sternberg Street,KENNINGTON,CD,Oct-24
Stony Point Road,CRIB POINT,BC,Sep-24
Strachans Road,MORNINGTON,BC,Sep-24
Stratford-Maffra Road,MAFFRA,C,Dec-23
Strathallan Road,MACLEOD,B,Aug-24
Strathfieldsaye Road,STRATHFIELDSAYE,ACD,T
Strickland Road,EAST BENDIGO,ABCD,Oct-24
Strzelecki Highway,BERRYS CREEK,A,Sep-24
Strzelecki Highway,MIRBOO NORTH,A,Sep-24
Strzelecki Highway,DRIFFIELD,ABC,Feb-24
Stud Road,ROWVILLE,AC,Jul-24
Studley Road,EAGLEMONT,BCD,Aug-24
Sturt Highway,KARAWINNA,ABC,Aug-24
Sturt Highway,YARRARA,ABC,Aug-24
Sturt Highway,MERBEIN SOUTH,BC,Aug-24
Sturt Highway,MERINGUR,C,Aug-24
Sturt Highway,MERRINEE,C,Aug-24
Sturt Highway,WARGAN,C,Aug-24
Summerhill Road,GLEN IRIS,ACD,Jul-24
Sunbury Road,SUNBURY,C,Aug-24
Sunraysia Highway,LAMPLOUGH,BC,Aug-24
Sunraysia Highway,LEARMONTH,BC,Aug-24
Sunraysia Highway,TANWOOD,BC,Aug-24
Sunraysia Highway,BRONZEWING,C,Aug-24
Sunraysia Highway,GYPSUM,C,Aug-24
Sunraysia Highway,BIRCHIP,C,Aug-24
Sunraysia Highway,DONALD,C,Aug-24
Sunraysia Highway,CARAPOOEE,C,Oct-24
Sunraysia Highway,GAMA,C,Oct-24
Sunraysia highway,SWANWATER,C,Oct-24
Sunshine Avenue,KEILOR DOWNS,ABC,Jun-24
Sunshine Avenue,TAYLORS LAKES,BCD,Jun-24
Surrey Road,BLACKBURN NORTH,BCD,Jun-24
Sussex Street,COBURG NORTH,B,Aug-24
Sutton Street,WARRAGUL,CD,T
Swansea Road,LILYDALE,A,Jul-24
Swansea Road,MONTROSE,C,May-24
Sydenham Road,SYDENHAM,C,May-24
Sydney Road,CAMPBELLFIELD,ABCD,Aug-24
Sydney Road,CRAIGIEBURN,ABCD,Aug-24
Sydney Road,FAWKNER,ABCD,Aug-24
Sydney Street,ALBION,BCD,Jun-24
Symonds Street,GOLDEN SQUARE,ACD,Oct-24
Taggerty-Thornton Road,THORNTON,C,Apr-24
Tallarook Street,SEYMOUR,ABCD,T
Tannery Lane,MANDURANG,ACD,Oct-24
Tarcombe Road,SEYMOUR,BC,T
Tarcombe Street,EUROA,C,Apr-24
Tarneit Road,HOPPERS CROSSING,ABC,Aug-23
Tarneit Road,TARNEIT,ABCD,Apr-24
Tarneit Road,WERRIBEE,ABCD,Apr-24
Tatura-Undera Road,GILLIESTON,BC,Aug-24
Taylor Street,ASCOT,ABCD,Oct-24
Taylors Road,TAYLORS HILL,ABC,May-24
Taylors Road,CAROLINE SPRINGS,ABC,May-24
Taylors Road,KEILOR DOWNS,ABCD,Jun-24
Taylors Road,ST ALBANS,AC,May-24
Taylors Road,PLUMPTON,BC,May-24
Taylors Road,DELAHEY,BCD,May-24
Templeton Street,WANTIRNA,ABC,Jul-24
Templewood Crescent,AVONDALE HEIGHTS,BCD,Aug-24
Tennyson Street,ELWOOD,BCD,Jun-24
Tenth Street,MILDURA,BCD,Aug-24
Tesselaar Road,WOLLERT,BCD,Jun-24
Thacker Street,OCEAN GROVE,BC,Aug-24
The Avenue,SPOTSWOOD,C,Aug-23
The Avenue,SUNBURY,C,Aug-24
The Avenue of Honour,BACCHUS MARSH,BC,Aug-24
The Boulevard,SHEPPARTON,BC,Aug-24
The Boulevard,PORT MELBOURNE,BCD,Jun-24
The Esplanade,TORQUAY,BC,Aug-24
The Eyrie,EAGLEMONT,B,Aug-24
The Lakes Boulevard,SOUTH MORANG,BC,Aug-24
Thistle Street,GOLDEN SQUARE,BCD,Oct-24
Thomas Street,BRIGHTON EAST,AC,Mar-24
Thompson Road,BANGHOLME,ABCD,T
Thompson Road,NORLANE,BC,Aug-24
Thompsons Road,LYNDHURST,ABC,Apr-24
Thompsons Road,CRANBOURNE,BC,Apr-24
Thompsons Road,NEWBOROUGH,BCD,Feb-24
Thornhill Road,HIGHTON,ABCD,Aug-24
Tinks Road,NARRE WARREN,B,Apr-24
Tobin Street,ARARAT,BC,Oct-24
Tocumwal Road,NUMURKAH,C,Oct-24
Todd Road,PORT MELBOURNE,ABCD,Sep-23
Todd Road,FISHERMENS BEND,BCD,Aug-24
Tomahawk Creek Road,PIRRON YALLOCK,ABC,Aug-24
Tomahawk Creek Road,IRREWILLIPE,BC,Aug-24
Tone Road,WANGARATTA,ABCD,Aug-24
Tonkin Avenue,COBURG NORTH,BCD,Aug-24
Toolamba road,MOOROOPNA,BC,Aug-24
Toomuc Valley Road,PAKENHAM,BC,Apr-24
Toorak Road,SOUTH YARRA,ABCD,Jun-24
Toorak Road,TOORAK,ABCD,Jun-24
Tooronga Road,GLEN IRIS,ABCD,Jun-24
Tooronga Road,HAWTHORN EAST,AC,Jun-24
Tooronga Road,MALVERN EAST,C,Jun-24
Torbay Street,MACLEOD,AC,Aug-24
Torquay Road,GROVEDALE,ABCD,Aug-24
Townsend Road,NEWCOMB,ABCD,Aug-24
Toyon Road,KALKALLO,ABC,Aug-24
Trafalgar-Mirboo North Road,TRAFALGAR SOUTH,ABCD,T
Traralgon Creek Road,TRARALGON SOUTH,ABC,Feb-24
Traralgon West Road,MARYVALE,AC,Feb-24
Traralgon-Maffra Road,HEYFIELD,ABC,Dec-23
Traralgon-Maffra Road,GLENGARRY,ABC,Feb-24
Traralgon-Maffra Road,COWWARR,ABCD,Dec-23
Traralgon-Maffra Road,DENISON,C,Dec-23
Traralgon-Maffra Road,MAFFRA,C,Dec-23
Trentham Road,KYNETON,ABCD,T
Trentham Road,TYLDEN,CD,May-24
Truemans Road,CAPEL SOUND,ABCD,T
Truemans Road,TOOTGAROOK,C,Sep-24
Tucker Road,BENTLEIGH,C,Mar-24
Tuckfield Street,OCEAN GROVE,BC,Aug-24
Tulip Street,BLACK ROCK,C,Jun-24
Twelfth Street,MILDURA,BC,Aug-24
Twentieth Street,CARDROSS,C,Aug-24
Twentieth Street,KOORLONG,C,Aug-24
Twenty Second Street,RED CLIFFS,ABCD,Aug-24
Twyford Road,CLYDE,B,Apr-24
Tyabb-Tooradin Road,PEARCEDALE,B,Apr-24
Tyers Street,STRATFORD,C,Dec-23
U T Creek Road,ALEXANDRA,B,Apr-24
Ultimo Street,MANSFIELD,BCD,Apr-24
Union Road,SURREY HILLS,BCD,Jun-24
Union Road,BALWYN,C,May-24
Union Street,BRIGHTON EAST,B,Jun-24
Upper California Gully Road,CALIFORNIA GULLY,ABCD,Oct-24
Upper Heidelberg Road,IVANHOE,B,Aug-24
UT Creek Road,EILDON,B,Apr-24
Valley Drive,WALLAN,BC,Aug-24
Vasey Avenue,LALOR,BCD,Aug-24
Ventnor Road,VENTNOR,C,Sep-24
Victa Road,EAST BENDIGO,ABCD,Oct-24
Victoria Cross Parade,WODONGA,BCD,Oct-24
Victoria Road,NORTHCOTE,ABCD,Aug-24
Victoria Road,THORNBURY,ABCD,Aug-24
Victoria Street,BRUNSWICK,ABC,Aug-24
Victoria Street,BRUNSWICK WEST,ABC,Aug-24
Victoria Street,CARISBROOK,ABCD,Oct-24
Victoria Street,PRESTON,BC,Aug-24
Victoria Street,IRONBARK,BCD,Oct-24
Victoria Street,ALTONA MEADOWS,C,Aug-23
Victoria Street,WILLIAMSTOWN,C,Aug-23
Victoria Street,HAMILTON,C,Oct-24
View Street,ST ALBANS,C,May-24
Villa Road,SPRINGVALE,BCD,Aug-24
Vincent Avenue,ST ALBANS,C,May-24
Vineyard Road,SUNBURY,ABC,Aug-24
Wahring-Murchison East Road,MURCHISON EAST,C,Aug-24
Wahring-Murchison Road,WAHRING,C,Aug-24
Waiora Road,HEIDELBERG HEIGHTS,ABCD,Aug-24
Wallace Street,BAIRNSDALE,C,Dec-23
Wallan Road,WHITTLESEA,BCD,Aug-24
Wallan Road,GLENVALE,C,Aug-24
Wallington-Ocean Grove Road,WALLINGTON,ABCD,Aug-24
Walnut Avenue,MILDURA,ABCD,Aug-24
Walnut Avenue,MILDURA SOUTH,C,Aug-24
Wanda Street,MULGRAVE,ABCD,Jun-24
Wangandary Road,WANGARATTA,BC,T
Wangaratta Road,WANGARATTA,ABC,May-24
Wangaratta Whitfield Road,KING VALLEY,C,May-24
Wangaratta-Whitfield Road,WANGARATTA,ABCD,Aug-24
Wangaratta-Yarrawonga Road,KILLAWARRA,ABC,May-24
Wangaratta-Yarrawonga Road,WALDARA,ABCD,Aug-24
Wangaratta-Yarrawonga Road,PEECHELBA,BC,May-24
Wangoom Road,WARRNAMBOOL,C,Oct-24
Warburton Highway,LILYDALE,ABC,May-24
Warburton Highway,WESBURN,ABC,May-24
Warburton Highway,SEVILLE,ABCD,May-24
Warburton Highway,WOORI YALLOCK,AC,May-24
Warneet Road,BLIND BIGHT,B,Apr-24
Warneet Road,WARNEET,B,Apr-24
Warragul-Korumburra Road,WARRAGUL SOUTH,ABC,T
Warralily Boulevard,ARMSTRONG CREEK,ABCD,Aug-24
Warrandyte Road,RINGWOOD NORTH,ABC,Jul-24
Warrandyte Road,LANGWARRIN SOUTH,BC,Sep-24
Warrigal Road,CHADSTONE,ABCD,Apr-24
Warrigal Road,HEATHERTON,ABCD,T
Warrigal Road,BENTLEIGH EAST,AC,Mar-24
Warrigal Road,OAKLEIGH SOUTH,C,Jun-24
Warrigal Road,BURWOOD,C,Jun-24
Waterside Drive,WATERWAYS,BC,Mar-24
Waterview Drive,MERNDA,BC,Aug-24
Watson Street,WALLAN,ABCD,T
Wattle Glen-Kangaroo Ground Road,KANGAROO GROUND,AC,Aug-24
Wattle Road,MAIDSTONE,C,Aug-23
Wattle Valley Road,CAMBERWELL,ABCD,Jun-24
Wattletree Road,MALVERN,AC,Jun-24
Wattletree Road,MALVERN EAST,C,Jun-24
Wattletree Road,ARMADALE,CD,Jun-24
Waverley Road,MALVERN EAST,C,Aug-24
Wawunna Road,HORSHAM,BC,Oct-24
Weatherall Road,CHELTENHAM,AC,Mar-24
Webb Dock Drive,PORT MELBOURNE,ABCD,Sep-23
Webb Road,ROCHESTER,AB,May-24
Wedge Road,CARRUM DOWNS,C,Sep-24
Welcome Road,DIGGERS REST,BC,May-24
Wellington Parade South,EAST MELBOURNE,BCD,Aug-24
Wellington Road,WHEELERS HILL,ABCD,Aug-23
Wellington Road,CLAYTON,ABCD,T
Wellington Road,LYSTERFIELD,ACD,Jul-24
Wellington Street,STRATHFIELDSAYE,ABCD,Oct-24
Wells Road,ASPENDALE GARDENS,ABCD,T
Wells Road,CHELSEA HEIGHTS,ABCD,T
Wells Road,SEAFORD,C,Sep-24
Wendouree Parade,BALLARAT,C,Aug-24
Wentworth Road,MERBEIN,C,Aug-24
Were Street,BRIGHTON,ABC,Mar-24
Werril Street,SWAN HILL,BC,Aug-24
West Street,GLENROY,C,Aug-24
Westall Road,CLAYTON,ABC,Jun-24
Westall Road,SPRINGVALE SOUTH,C,Aug-24
Westall Road Extension,DINGLEY VILLAGE,C,Mar-24
Western Avenue,WESTMEADOWS,BC,Aug-24
Western Freeway,ROCKBANK,ABC,May-24
Western Freeway,MELTON,ABCD,May-24
Western Freeway,BACCHUS MARSH,ABCD,Aug-24
Western Freeway,BALLAN,ABCD,Aug-24
Western Freeway,TRUGANINA,ABCD,T
Western Freeway,BUANGOR,B,Oct-24
Western Freeway,GORDON,C,Aug-24
Western Highway,LEIGH CREEK,ABC,Aug-24
Western Highway,CAROLINE SPRINGS,ABCD,Sep-23
Western Highway,WARRENHEIP,ABCD,Jul-24
Western Highway,BEAUFORT,ABCD,Aug-24
Western Highway,WINDERMERE,ABCD,Aug-24
Western Highway,GREAT WESTERN,ABCD,Oct-24
Western Highway,STAWELL,ABCD,Oct-24
Western Highway,DIMBOOLA,AC,Oct-24
Western Highway,DRUNG,AC,Oct-24
Western Highway,LAWLOIT,AC,Oct-24
Western Highway,MIRAM,AC,Oct-24
Western Highway,BURRUMBEET,ACD,Aug-24
Western Highway,ARARAT,B,Oct-24
Western Highway,DADSWELLS BRIDGE,BC,Oct-24
Western Highway,ARMSTRONG,C,Oct-24
Western Highway,DAHLEN,C,Oct-24
Western Highway,DEEP LEAD,C,Oct-24
Western Highway,DRUNG DRUNG SOUTH,C,Oct-24
Western Highway,GERANG GERUNG,C,Oct-24
Western Highway,KINIMAKATKA,C,Oct-24
Western Highway,LOCHIEL,C,Oct-24
Western Highway,MIRAM SOUTH,C,Oct-24
Western Port Highway,LANGWARRIN,ABC,Sep-24
Western Port Highway,SKYE,ABC,Sep-24
Western Port Highway,LYNDHURST,C,Aug-24
Westernport Highway,LANGWARRIN,C,Apr-24
Westernport Road,LANG LANG,B,Apr-24
Westernport Road,RIPPLEBROOK,C,T
Westgarth Street,WESTGARTH,BCD,Aug-24
Westmelton Drive,MELTON WEST,C,May-24
Westmoreland Road,SUNSHINE NORTH,BCD,Jun-24
Westwood Drive,BURNSIDE,ABCD,Oct-24
Westwood Drive,CAROLINE SPRINGS,ABCD,Oct-24
Wheatsheaf Road,GLENROY,BCD,Aug-24
White Hill Road,DROMANA,C,Sep-24
Whitelaw Avenue,DELACOMBE,ABCD,Aug-24
Whites Road,WARRNAMBOOL,C,Oct-24
Whitfield Road,MOYHU,BC,Apr-24
Whittlesea-Kinglake Road,KINGLAKE CENTRAL,BC,Aug-24
Whittlesea-Kinglake Road,KINGLAKE WEST,BC,Aug-24
Whittlesea-Kinglake Road,PHEASANT CREEK,BC,Aug-24
Whittlesea-Yea Road,WHITTLESEA,ABCD,Aug-24
Wickham Road,HIGHETT,ABCD,Jun-24
Wickham Road,MOORABBIN,C,Jun-24
Widford Street,GLENROY,C,Aug-24
Willaton Street,ST ALBANS,C,May-24
Williams Road,PRAHRAN,C,Jun-24
Williamson Street,BENDIGO,ABCD,Oct-24
Williamstown Road,PORT MELBOURNE,BCD,Jun-24
Willis Street,HAMPTON,ABC,Mar-24
Willowgrove Road,TRAFALGAR,AC,T
Wilsons Road,MORNINGTON,BC,Sep-24
Wilton Vale Road,SOUTH MORANG,BC,Aug-24
Wimmera Highway,NEWBRIDGE,ABCD,Oct-24
Wimmera Highway,APSLEY,C,Oct-24
Wimmera Highway,HORSHAM,C,Oct-24
Wimmera Highway,KARNAK,C,Oct-24
Wimmera Highway,KOOREH,C,Oct-24
Wimmera Highway,MOOLERR,C,Oct-24
Wimmera Highway,QUANTONG,C,Oct-24
Wimmera Highway,ST ARNAUD,C,Oct-24
Windsor Avenue,SPRINGVALE,BC,Aug-24
Winmalee Road,BALWYN,ABCD,May-24
Winton-Glenrowan Road,WINTON NORTH,BC,Apr-24
Withers Lane,MANSFIELD,BCD,Oct-24
Witt Street,BENALLA,BC,May-24
Wodonga-Yackandandah Road,BARANDUDA,AC,Oct-24
Wodonga-Yackandandah Road,STAGHORN FLAT,C,Oct-24
Wollaston Road,WARRNAMBOOL,C,Nov-23
Wood Street,FLINDERS,BC,Sep-24
Wood Street,PRESTON,C,Aug-24
Woodbine Road,CRANBOURNE NORTH,BCD,Apr-24
Woodend-Tylden Road,TYLDEN,AC,Aug-24
Woodland Street,ESSENDON,BCD,Aug-24
Woodland Street,STRATHMORE,C,Aug-24
Woods Point Road,EAST WARBURTON,ABC,May-24
Woods Point Road,MCMAHONS CREEK,ABC,May-24
Woods Street,BEACONSFIELD,AD,Apr-24
Wooralla Drive,MOUNT ELIZA,BCD,Sep-24
Woori Yallock Road,COCKATOO,ABC,Apr-24
Woori Yallock Road,NANGANA,ABC,Apr-24
Woorinen Road,SWAN HILL,C,Aug-24
Woorinen-Vinifera Road,WOORINEN NORTH,BC,Aug-24
Woorinen-Vinifera Road,WOORINEN SOUTH,BC,Aug-24
Worsley Road,BANGHOLME,ABCD,Aug-24
Wright Street,SUNSHINE,ABCD,Jun-24
Wright Street,SUNSHINE WEST,BCD,Jun-24
Wungan Street,MACLEOD,BC,Aug-24
Wurundjeri Way,DOCKLANDS,ABCD,Aug-24
Yallambie Road,YALLAMBIE,AC,Aug-24
Yankee Flat Road,WARRENHEIP,C,Aug-24
Yarra Boulevard,KEW,ABCD,May-24
Yarra Boulevard,BURNLEY,ABCD,Aug-24
Yarra Boulevard,RICHMOND,ABCD,Aug-24
Yarra Glen Bypass,YARRA GLEN,C,Jul-24
Yarra Road,WONGA PARK,C,Jun-24
Yarrawonga Wangaratta Road,PEECHELBA,BC,May-24
York Street,BALLARAT EAST,ABC,Aug-24
Yuille Street,MELTON,BC,May-24
